customer_id,first_name,last_name,gender,date_of_birth,registration_date,customer_type,status,source_system,dq_flag,dw_created_date,dw_modified_date,dw_created_by,dw_modified_by,run_id,batch_id
23392239-7f07-466a-b249-0e321d025a39,Anika,Dubey,Other,1998-06-08,2024-07-18,individual,active,flipkart_web,valid,2026-09-02 02:04:05,2026-09-02 02:04:05,etl_service,etl_service,d1198ca3-4e00-4504-87a2-7d588c27183e,BATCH_9085
349a1b48-89e6-475d-ab99-9246e6a000fd,Sai,Ghosh,Male,1969-11-01,2019-09-19,individual,blocked,flipkart_app,valid,2019-01-30 17:56:18,2019-01-30 17:56:18,etl_service,etl_service,cb246370-446c-4c24-94ee-73f18462c919,BATCH_7304
cf90acfc-3476-4e22-9d4c-90e58c3943a8,Suresh,Menon,Female,1982-07-22,2024-03-16,individual,blocked,flipkart_seller_portal,valid,2022-07-16 23:51:21,2022-07-16 23:51:21,etl_service,etl_service,7f14ef25-10c5-40b7-9d12-ea1e73bd42ce,BATCH_6573
59b73d84-f8c9-459c-93af-5ec85c9ca0d3,Ayaan,Iyer,Female,1974-03-10,2023-02-02,individual,blocked,flipkart_seller_portal,valid,2026-07-08 12:48:43,2026-07-08 12:48:43,etl_service,etl_service,6e8b8826-deeb-4ca4-9ce1-64c8be7e8b7f,BATCH_3927
bc6feb49-43e4-4666-a5de-ed8de280bd6e,Deepak,Saxena,Male,1986-10-10,2025-03-02,business,inactive,flipkart_web,valid,2024-05-12 10:04:29,2024-05-12 10:04:29,etl_service,etl_service,25cda9e1-8666-4776-8658-36940beda7d3,BATCH_3646
27e0b8de-bcea-45eb-9f91-beb35940c715,Anil,Ghosh,Other,1960-01-19,2024-09-19,individual,active,flipkart_web,valid,2024-03-05 11:36:54,2024-03-05 11:36:54,etl_service,etl_service,32e2aa1e-543f-4f05-86e3-90afdd011211,BATCH_6038
6213a790-a004-4fa9-a2fe-5b2586eeb3de,Pari,Verma,Male,1967-01-24,2018-12-17,individual,active,flipkart_seller_portal,duplicate,2020-02-21 10:46:02,2020-02-21 10:46:02,etl_service,etl_service,7dc9f571-4a3b-42cf-ae07-5997ef8d16df,BATCH_3103
d556c4a2-e1c2-430d-8163-ee0172111e0e,Yash,Kapoor,Other,1974-10-24,2020-12-21,business,inactive,flipkart_app,valid,2021-06-03 21:49:15,2021-06-03 21:49:15,etl_service,etl_service,365d1f61-a15d-45f0-81e3-92537fe8b398,BATCH_6107
b3ae4782-5e74-49c1-9da8-0cb5a13a3139,Ramesh,Bansal,Other,1993-07-02,2022-11-30,business,active,flipkart_web,valid,2021-10-28 05:17:45,2021-10-28 05:17:45,etl_service,etl_service,5819ac4a-b2c9-43ec-a2b6-5867c5c28e0a,BATCH_2049
bbcd94e2-373a-4f0e-b965-9f598b86fb5e,Karan,Sharma,Other,1980-08-23,2024-08-07,individual,active,flipkart_web,invalid,2019-01-01 19:53:32,2019-01-01 19:53:32,etl_service,etl_service,754a0f62-d517-409d-b9bc-5ca396ad2561,BATCH_4750
aa495bf2-902f-4887-8f5d-4a48e3ff0633,Arjun,Pandey,Male,1989-08-23,2018-10-18,business,active,flipkart_app,invalid,2026-04-05 06:15:24,2026-04-05 06:15:24,etl_service,etl_service,0af0cc82-4944-4850-97e0-438a6d1791a7,BATCH_4510
90747784-4d4e-4a27-94c3-c5df8e2487bb,Anil,Singh,Other,2002-05-28,2020-09-22,individual,active,flipkart_web,valid,2019-08-26 07:22:13,2019-08-26 07:22:13,etl_service,etl_service,a147d360-25b0-43f9-b1c3-01cac1b49a54,BATCH_8062
5b6d275f-c2be-40e3-99be-26f9589e1eea,Rahul,Chopra,Female,2001-11-24,2026-03-06,individual,blocked,flipkart_seller_portal,invalid,2019-09-04 13:08:13,2019-09-04 13:08:13,etl_service,etl_service,cd92d1a1-1e97-42e7-b5db-cefb9e44ed20,BATCH_1993
452cb81d-539a-4ced-9d83-b9d6199fa641,Ramesh,Dubey,Female,1969-10-20,2020-10-15,individual,active,flipkart_seller_portal,valid,2020-05-21 01:29:58,2020-05-21 01:29:58,etl_service,etl_service,9934446d-4044-48f7-a169-cebed9bf789c,BATCH_7912
ccac9d0f-6133-47f6-86d1-ec8f066e1e4a,Diya,Nair,Female,1982-05-30,2018-11-05,individual,inactive,flipkart_web,valid,2018-04-02 16:51:01,2018-04-02 16:51:01,etl_service,etl_service,4ffe008b-5da0-4fd5-85c4-8eaa39f1dc8f,BATCH_2528
dab1033a-6475-4d6c-be6d-d840fd3d816b,Anaya,Mishra,Male,1974-12-02,2022-07-23,individual,active,flipkart_web,duplicate,2024-10-27 23:27:44,2024-10-27 23:27:44,etl_service,etl_service,66edd745-e11d-433c-86d0-a1f06f5537a2,BATCH_1960
dbacc0ac-69da-4b1e-ac94-606968ed762c,Ananya,Joshi,Male,1995-01-10,2020-12-22,individual,active,flipkart_app,invalid,2026-04-13 01:42:07,2026-04-13 01:42:07,etl_service,etl_service,25890232-859c-4b1f-9045-0331759d12cc,BATCH_3536
1d7280d4-ac99-40c1-a4a8-909da3639197,Aadhya,Iyer,Male,1965-03-31,2024-06-30,business,active,flipkart_seller_portal,valid,2018-12-22 05:06:13,2018-12-22 05:06:13,etl_service,etl_service,235a9ad9-93f4-4e88-ae4d-5822ecd4b60e,BATCH_1821
7ef2da37-96fc-4946-a545-0e1b397f2011,Meera,Kapoor,Other,1974-02-14,2018-08-21,business,active,flipkart_web,valid,2019-02-27 07:03:30,2019-02-27 07:03:30,etl_service,etl_service,54589c24-358d-493e-a6c6-30df0da6bf3f,BATCH_4853
a4932626-facf-4317-847c-e4f99bb36e84,Ramesh,Kumar,Other,1982-02-01,2024-06-29,business,active,flipkart_seller_portal,valid,2025-02-17 23:21:00,2025-02-17 23:21:00,etl_service,etl_service,ab41ec2b-ae97-40b7-aaaa-d9efecf84ddd,BATCH_9565
39d62a3e-9d6e-4163-a477-3f2eb4830702,Rohan,Saxena,Female,1978-04-29,2025-07-06,individual,active,flipkart_app,valid,2020-03-24 05:59:00,2020-03-24 05:59:00,etl_service,etl_service,df913b41-6ca9-4c23-b5a9-7072193b5db2,BATCH_5915
f75750a2-af44-4d38-a8dc-da50170627ed,Sneha,Mehta,Male,1960-11-01,2023-02-21,business,inactive,flipkart_web,valid,2021-08-17 11:52:29,2021-08-17 11:52:29,etl_service,etl_service,5755dc7f-9b8f-4e00-8e31-90a54fe877d8,BATCH_9288
998cd89d-6ae4-4902-93eb-03b7d3ca2304,Anika,Singh,Female,1966-03-04,2020-09-27,individual,active,flipkart_web,valid,2023-02-23 18:37:32,2023-02-23 18:37:32,etl_service,etl_service,c40367c9-ebf2-450a-9d64-fc1958054d53,BATCH_9666
915a17b6-1635-4f18-b338-84583b9d8b7f,Aarav,Bansal,Other,1986-11-10,2025-06-10,individual,active,flipkart_app,valid,2019-10-28 02:21:41,2019-10-28 02:21:41,etl_service,etl_service,7961fdab-3879-4dda-a566-66b3600f42fd,BATCH_3546
599ba674-06b9-4b74-97e9-a70242c90ff5,Navya,Iyer,Other,1978-11-23,2026-01-18,individual,active,flipkart_seller_portal,invalid,2022-06-29 08:07:56,2022-06-29 08:07:56,etl_service,etl_service,d99c7cdc-6a7a-4f39-af3b-f182993ce8a6,BATCH_9280
6dd244ca-579a-4f58-991c-cadbc283d53f,Sanjay,Nair,Male,1968-04-12,2025-02-11,individual,active,flipkart_web,valid,2023-09-04 15:33:22,2023-09-04 15:33:22,etl_service,etl_service,8aeeb382-a2f6-40be-b799-42ab29fb7371,BATCH_3143
eebf051f-f38e-4083-bced-70db563b2532,Arjit,Nair,Male,1999-08-22,2024-03-09,individual,inactive,flipkart_web,valid,2019-04-13 13:10:36,2019-04-13 13:10:36,etl_service,etl_service,1ff546ba-6c4b-431c-b0f4-5d57427000e1,BATCH_3442
f6d42bcc-619b-492e-a97e-119dc1dc5dc6,Anil,Verma,Female,1973-04-14,2022-10-27,individual,active,flipkart_app,valid,2018-09-05 21:33:16,2018-09-05 21:33:16,etl_service,etl_service,64e0380c-3d3f-496c-9ddc-1f4a7c50654d,BATCH_6862
50f2aec9-2217-4dec-bb14-b88824ed1850,Saanvi,Bansal,Male,1969-03-22,2021-12-19,business,active,flipkart_seller_portal,invalid,2020-08-18 08:39:51,2020-08-18 08:39:51,etl_service,etl_service,faf0cc56-5c4b-47a8-a9be-423cdd995a0c,BATCH_4878
0934ebc4-c129-4979-a93b-fbef23856473,Ananya,Jain,Male,1996-12-27,2018-04-12,individual,blocked,flipkart_app,duplicate,2025-01-02 07:07:01,2025-01-02 07:07:01,etl_service,etl_service,02c322c1-590c-4c41-9850-fd080ec8c21d,BATCH_5065
e90df3a5-d1d7-4fd2-a901-17ec70035ee1,Navya,Patel,Other,1969-09-12,2022-04-16,individual,active,flipkart_web,valid,2025-10-31 05:23:38,2025-10-31 05:23:38,etl_service,etl_service,86e08af0-e0eb-4812-8161-993ef932e4f2,BATCH_6728
4445329c-98a3-4546-b093-46aa10c1b56c,Myra,Khanna,Male,1979-12-31,2018-04-07,individual,active,flipkart_app,valid,2019-03-08 08:46:22,2019-03-08 08:46:22,etl_service,etl_service,c0694f6f-83e5-4c30-b098-e39fe1c1e77e,BATCH_5573
64e4df85-c347-46b0-b359-dc86cff493e5,Rahul,Agarwal,Other,1995-11-09,2025-08-15,business,active,flipkart_web,valid,2022-06-12 03:14:01,2022-06-12 03:14:01,etl_service,etl_service,a931480a-4a02-4293-8b36-d2112281ad4b,BATCH_3925
435a10da-9ea3-4737-b5fa-6495a7b9db32,Meera,Nair,Male,1969-09-22,2024-09-09,individual,active,flipkart_seller_portal,duplicate,2023-05-04 02:57:07,2023-05-04 02:57:07,etl_service,etl_service,d964ae7b-949d-466e-b6eb-1892597427ae,BATCH_8149
e82fe4c8-83df-4056-a475-021f9161e2c2,Shreya,Bhatt,Male,1994-07-23,2024-06-19,individual,active,flipkart_web,invalid,2025-06-02 13:36:38,2025-06-02 13:36:38,etl_service,etl_service,28eb87aa-b00e-494e-8ecd-775b4a45f657,BATCH_1027
1df3dee3-1d1a-49e1-9b33-f7b6b76cfbcf,Manoj,Saxena,Other,1977-09-04,2022-01-31,individual,active,flipkart_seller_portal,valid,2023-05-05 14:29:36,2023-05-05 14:29:36,etl_service,etl_service,c7193384-1353-4dc2-994e-f2ec8a5faca5,BATCH_3041
fe1fc6d3-02f9-4cfa-9bec-18fb119326ff,Zara,Pandey,Female,2005-06-30,2021-06-20,individual,active,flipkart_app,invalid,2023-01-12 03:17:56,2023-01-12 03:17:56,etl_service,etl_service,761f3caa-bebb-40e8-a794-1d15a2d6801e,BATCH_3085
23a49ab0-08b2-4d1d-9c29-79c4c49c2aae,Aadhya,Chopra,Other,1994-01-05,2025-08-06,individual,inactive,flipkart_seller_portal,valid,2024-11-28 06:19:06,2024-11-28 06:19:06,etl_service,etl_service,cc786eb7-293a-41a5-b85c-9cd407a1d08a,BATCH_9977
40232872-faf2-412b-8040-acdbd4b65ae2,Aarav,Iyer,Female,1978-11-09,2022-10-27,business,inactive,flipkart_seller_portal,valid,2025-11-29 08:03:53,2025-11-29 08:03:53,etl_service,etl_service,e3ad7e54-5631-4ee9-a6e6-5001e95ae228,BATCH_8238
48b0ec78-4f91-47e8-9ed3-4b1687692632,Pooja,Bansal,Male,2005-11-10,2023-04-23,individual,blocked,flipkart_web,valid,2026-10-08 21:46:29,2026-10-08 21:46:29,etl_service,etl_service,4102ac47-a054-449b-9d17-03e682d41565,BATCH_6491
ad1cdb56-72a8-4814-947e-d8871d47d315,Sai,Khanna,Male,1987-11-06,2020-07-09,individual,active,flipkart_web,valid,2022-03-02 09:33:58,2022-03-02 09:33:58,etl_service,etl_service,721a52d4-67d3-4b9b-b91c-3ecc364ba87f,BATCH_8784
f0a8407e-f3d2-4ec8-82e5-73c79c7330f2,Nisha,Mishra,Male,2000-11-09,2022-08-25,business,active,flipkart_seller_portal,invalid,2024-07-13 23:01:10,2024-07-13 23:01:10,etl_service,etl_service,15d4da6c-2230-4846-9ca1-9c123037b323,BATCH_9099
d5028ede-b13e-4848-b85e-34b45b46efa5,Ramesh,Rao,Male,1960-06-30,2026-06-03,individual,active,flipkart_web,valid,2026-10-24 11:27:30,2026-10-24 11:27:30,etl_service,etl_service,96ce2a9d-057f-4ca1-8735-04bccdd2f984,BATCH_8611
703ab3cd-4b6b-4b4d-948e-1ca84607062e,Vihaan,Desai,Male,1970-11-20,2023-02-13,individual,active,flipkart_seller_portal,valid,2023-05-26 14:54:02,2023-05-26 14:54:02,etl_service,etl_service,16ac902c-0542-45da-9c1a-2f36bde734f8,BATCH_8251
9c02025e-446d-4bf3-87ce-dd04f5ce7271,Nisha,Khanna,Other,2005-04-14,2022-10-14,business,active,flipkart_web,invalid,2026-01-28 12:34:57,2026-01-28 12:34:57,etl_service,etl_service,9a9522d0-e64c-4452-b748-6c2a83209f2e,BATCH_8373
b175998d-3bd5-4c95-a602-bf7bafb052d2,Anika,Ghosh,Male,1984-11-16,2026-08-03,business,active,flipkart_seller_portal,valid,2022-09-03 06:56:21,2022-09-03 06:56:21,etl_service,etl_service,a4509692-ca1b-40bb-b9af-25da233e0f12,BATCH_8206
c4378619-9345-4dc3-918a-a5fcdfb679bf,Arjun,Chauhan,Female,1981-01-13,2021-01-17,individual,active,flipkart_seller_portal,valid,2020-05-09 19:50:08,2020-05-09 19:50:08,etl_service,etl_service,b0e9bc66-2b66-4d7b-b7b1-0fa300676f64,BATCH_3471
e2be0e63-0ff4-47ef-845b-6efab76cda2a,Aanya,Joshi,Other,1973-09-16,2025-12-03,individual,active,flipkart_app,valid,2023-08-19 00:36:32,2023-08-19 00:36:32,etl_service,etl_service,a9b504e7-3eee-4c1f-900a-872887054239,BATCH_9890
9d55f5ed-0636-4bf0-bd68-5b11960ddd9e,Sneha,Chopra,Male,1978-07-22,2022-09-17,individual,inactive,flipkart_seller_portal,valid,2024-06-21 14:31:50,2024-06-21 14:31:50,etl_service,etl_service,a2eba1b7-e42f-4419-959d-d957e465f290,BATCH_8814
5a603d12-fa87-4c18-89ef-f51c48308288,Aarav,Shah,Female,1994-12-27,2022-09-13,business,blocked,flipkart_seller_portal,valid,2021-10-02 09:06:49,2021-10-02 09:06:49,etl_service,etl_service,8c72bb46-08d9-40aa-91eb-dcffa6a33366,BATCH_8999
2bcd6c51-fc9c-4f22-bee5-71ae76ec8f92,Aanya,Nair,Female,2003-07-27,2018-04-29,individual,active,flipkart_seller_portal,invalid,2024-11-17 08:04:19,2024-11-17 08:04:19,etl_service,etl_service,a7223e9a-5ece-4035-a1df-9905e5a87af0,BATCH_3704
8f08a6d1-e3be-4fe2-96a6-57195dd9e662,Sneha,Saxena,Male,1962-06-02,2022-06-02,business,inactive,flipkart_seller_portal,valid,2019-06-06 15:09:08,2019-06-06 15:09:08,etl_service,etl_service,db84fc9a-ac13-42dd-b5cf-ab0cfe62981a,BATCH_8022
651c5d38-8858-4089-8793-f5b58e8b13a0,Krishna,Mishra,Female,1976-04-20,2018-07-25,individual,active,flipkart_app,valid,2025-09-26 09:40:43,2025-09-26 09:40:43,etl_service,etl_service,92f62ce5-df72-4bf9-8360-14ea07f51475,BATCH_6355
ed1d2e4a-911b-422f-873f-ed766115b314,Karan,Ghosh,Female,1984-12-17,2026-06-08,individual,active,flipkart_web,valid,2018-05-01 10:38:40,2018-05-01 10:38:40,etl_service,etl_service,510e2f81-9858-4fc7-aa9c-62d61bbf1a0d,BATCH_9837
6791ef11-3723-4553-8a84-9db354ad9682,Vihaan,Shah,Male,1966-02-26,2026-10-05,individual,active,flipkart_web,valid,2018-05-07 15:17:18,2018-05-07 15:17:18,etl_service,etl_service,46627508-cdae-440c-befd-befee228d180,BATCH_3496
6f5a3c2b-2c42-4957-bb85-9c84e8a0422e,Pari,Singh,Female,1970-04-06,2024-04-29,individual,active,flipkart_seller_portal,valid,2024-04-11 05:38:08,2024-04-11 05:38:08,etl_service,etl_service,ee2b3528-473f-4492-a9e0-2d30a0c9a04f,BATCH_3749
8132933d-72b3-463d-aa0b-8de3a61b0979,Shreya,Menon,Other,1970-04-11,2026-09-21,individual,active,flipkart_web,valid,2018-06-09 13:26:36,2018-06-09 13:26:36,etl_service,etl_service,24e6fb34-7d8e-46e2-8f42-a56dd03520ea,BATCH_6111
53763e33-c7e9-4d71-b8ba-27361597f03f,Kavita,Bansal,Female,1995-08-02,2026-01-07,individual,active,flipkart_seller_portal,invalid,2022-02-18 00:19:30,2022-02-18 00:19:30,etl_service,etl_service,af6ac6f7-bce6-469a-98cf-805b70c434ed,BATCH_2669
aa74829d-c9d8-4440-aaca-c7094eb2c453,Advait,Ghosh,Female,1970-11-10,2026-12-06,business,active,flipkart_app,valid,2025-04-15 20:21:33,2025-04-15 20:21:33,etl_service,etl_service,784f1874-d160-453a-9cbc-87dedfa13103,BATCH_7071
ddba74f0-3306-4c08-a52c-b35192e63925,Arjun,Bhatt,Other,1990-08-12,2018-02-21,individual,active,flipkart_web,valid,2024-02-29 13:23:41,2024-02-29 13:23:41,etl_service,etl_service,31038316-bf98-4deb-925f-6071afa9c58c,BATCH_8532
9c911127-b836-4dfc-a3ff-043bb38bad59,Kiara,Singh,Female,1975-10-20,2026-03-25,business,blocked,flipkart_app,valid,2026-03-24 08:22:27,2026-03-24 08:22:27,etl_service,etl_service,b8bf7e8f-0222-40c8-b3c9-7157919ee050,BATCH_8616
29edeb54-eb0f-4d4a-ad60-6d2b3b7e0553,Neha,Khanna,Other,1984-01-29,2021-08-13,individual,active,flipkart_app,valid,2022-02-24 07:33:05,2022-02-24 07:33:05,etl_service,etl_service,000564d9-715c-4082-86dd-8eae78d24446,BATCH_8613
f356f2e8-f6ee-40ed-8cb7-576188e194e8,Kavita,Menon,Other,1993-12-31,2021-10-09,individual,active,flipkart_app,valid,2026-04-18 12:42:59,2026-04-18 12:42:59,etl_service,etl_service,9c7152af-f916-4bd1-8ffe-c1722e472430,BATCH_4475
0ca6d806-596e-42e1-b69a-37e89e9c4ffe,Rahul,Jain,Female,1990-07-14,2021-02-19,business,blocked,flipkart_app,valid,2018-03-05 01:50:37,2018-03-05 01:50:37,etl_service,etl_service,2b8078fc-d446-48aa-8098-7f34b578e140,BATCH_9464
8fae1740-99ec-490d-97ba-bab4ffaaa128,Aadhya,Gupta,Male,1996-06-17,2023-06-25,business,active,flipkart_seller_portal,valid,2026-05-08 20:34:56,2026-05-08 20:34:56,etl_service,etl_service,e37ba631-c0b1-4ca6-b331-107be2a56752,BATCH_8342
69f9ac66-6a4a-4031-ad3d-3d70c65480ef,Vivaan,Gupta,Female,1979-11-18,2022-07-15,individual,active,flipkart_seller_portal,valid,2024-04-12 00:19:06,2024-04-12 00:19:06,etl_service,etl_service,a3c17a06-249d-469b-b0ea-261998b6802b,BATCH_8753
845634af-2178-4c9c-adf2-f88c7d44a6a5,Sunita,Bhatt,Female,1998-03-04,2026-05-14,business,active,flipkart_app,invalid,2025-09-20 11:23:54,2025-09-20 11:23:54,etl_service,etl_service,2e0514dc-deb6-4949-b338-71cecb35df02,BATCH_5438
6239c7b5-364e-4676-bf14-26e4225e1c9b,Myra,Nair,Male,1970-10-28,2026-02-02,individual,active,flipkart_web,invalid,2021-02-24 11:32:47,2021-02-24 11:32:47,etl_service,etl_service,ced0bb7e-85c8-43c7-8f08-183e8f832e59,BATCH_4138
ed828a0c-b6a9-4e32-9fb0-3a1d2ab6bc7a,Saanvi,Dubey,Female,1984-10-21,2026-02-15,business,inactive,flipkart_seller_portal,valid,2019-09-17 15:32:23,2019-09-17 15:32:23,etl_service,etl_service,b6232e9f-633b-41d6-a4f7-3bf53062056c,BATCH_4180
6e6b8a81-7c37-40c5-995b-c1210f3085c2,Riya,Rao,Female,1976-02-05,2021-05-23,individual,blocked,flipkart_seller_portal,valid,2022-09-01 12:16:15,2022-09-01 12:16:15,etl_service,etl_service,d2d29305-56f7-4406-8bbd-2cf14d72206b,BATCH_1745
3c101110-5764-4761-86fa-a0429c03a696,Vihaan,Desai,Female,1971-04-30,2025-02-25,individual,active,flipkart_web,valid,2022-11-02 19:45:14,2022-11-02 19:45:14,etl_service,etl_service,d0854c7d-75fd-42e9-88f9-5df3d080f865,BATCH_8690
03b72843-4302-455b-8d17-ff2bb43f4b61,Vikram,Malhotra,Female,1976-07-16,2018-07-30,individual,active,flipkart_web,duplicate,2019-02-11 00:43:08,2019-02-11 00:43:08,etl_service,etl_service,7b6a3d25-796a-41eb-a025-8720fcae4945,BATCH_7565
65d6f488-999c-4ab5-b5ac-46dbc9f94314,Sanjay,Gupta,Other,1964-10-22,2019-09-14,individual,inactive,flipkart_app,valid,2022-03-23 04:55:04,2022-03-23 04:55:04,etl_service,etl_service,fe863c67-5947-4b35-99b8-ba842c6d1c41,BATCH_2940
11900bff-9431-4700-818c-6c4526902a72,Sunita,Ghosh,Female,1980-03-31,2026-09-13,business,active,flipkart_app,valid,2023-01-22 16:30:45,2023-01-22 16:30:45,etl_service,etl_service,a482c4d0-fc4f-4c6a-8f60-8f3e2b9d740a,BATCH_8025
6e25c6a0-9971-48c0-a801-7fa2b824311f,Myra,Pillai,Other,1965-05-27,2024-11-02,individual,active,flipkart_seller_portal,valid,2022-07-03 10:53:26,2022-07-03 10:53:26,etl_service,etl_service,68832a74-65df-43cd-a0e7-f9c4ac50041d,BATCH_2330
5e09b1ac-c2ee-4a5d-b173-6f5eef249f3e,Ananya,Rao,Male,1966-09-25,2019-10-04,individual,active,flipkart_app,invalid,2025-12-29 22:25:41,2025-12-29 22:25:41,etl_service,etl_service,c73fcd88-5a9b-4df7-a24a-25a4bf69c01a,BATCH_5771
85006113-9507-4b7d-b7fd-8d18ef289741,Aditya,Rao,Female,1985-05-13,2025-11-19,individual,active,flipkart_seller_portal,valid,2022-07-02 21:14:42,2022-07-02 21:14:42,etl_service,etl_service,a8f3e545-1fea-4f13-884c-42d17ae97f51,BATCH_4241
dd6888b4-e802-49c2-8aa8-c4e1a8ee4e5d,Neha,Kumar,Other,1980-03-02,2025-04-06,individual,active,flipkart_web,valid,2019-01-06 13:52:09,2019-01-06 13:52:09,etl_service,etl_service,f7cf7282-f735-4c42-8132-75c10d3c0abb,BATCH_3718
d041477b-160b-4960-8c36-065eb5f222c3,Myra,Menon,Other,1985-11-22,2022-12-04,individual,active,flipkart_seller_portal,valid,2024-11-06 02:25:15,2024-11-06 02:25:15,etl_service,etl_service,6d9309d1-aae4-4260-bdd6-a5f0f59b73a5,BATCH_5460
f8de51f4-57ad-4bf6-a9f7-49dec9ab5366,Deepak,Desai,Female,1999-04-10,2018-11-26,business,active,flipkart_app,invalid,2023-06-26 20:04:40,2023-06-26 20:04:40,etl_service,etl_service,bc97faa9-e5fa-4d2c-9e19-d9a3e957d623,BATCH_5102
de2db77b-e660-4bb4-af63-12559fa9e69c,Vivaan,Gupta,Male,1961-11-10,2026-07-30,individual,inactive,flipkart_web,duplicate,2020-12-24 14:20:07,2020-12-24 14:20:07,etl_service,etl_service,fd0b6ede-7e7d-49de-8318-05a3220a2653,BATCH_8708
81dc77cd-a1a6-4221-bdda-989be5929d4b,Manoj,Agarwal,Female,1984-12-14,2020-01-14,business,active,flipkart_seller_portal,duplicate,2026-05-14 11:27:59,2026-05-14 11:27:59,etl_service,etl_service,9928a6b9-b638-4c8c-ae48-3af6b0857923,BATCH_2494
3720ee85-3ff5-4bde-93ea-c8022aacd5ab,Vikram,Shah,Female,1989-11-25,2021-08-08,individual,active,flipkart_app,valid,2026-06-06 17:41:46,2026-06-06 17:41:46,etl_service,etl_service,59036d2d-c9d7-47d3-bbf9-230b34e624d8,BATCH_5722
5d73f975-81a2-490a-8187-8985bc41e358,Yash,Joshi,Other,1963-04-17,2023-02-06,individual,active,flipkart_app,valid,2019-12-22 07:28:54,2019-12-22 07:28:54,etl_service,etl_service,707b46de-abd6-4f5e-b4fd-6e55ea7b2490,BATCH_7622
88ccb2d6-f7c6-4c3f-8899-bc8c939b1dab,Deepak,Khanna,Male,2001-06-12,2022-08-20,individual,active,flipkart_seller_portal,valid,2026-06-25 12:40:44,2026-06-25 12:40:44,etl_service,etl_service,63963df7-eed4-40af-acd4-399d7af8388e,BATCH_8242
83c606e8-9b6a-4bc9-82f1-d3553ab4a0fd,Anaya,Verma,Male,1983-12-16,2024-02-28,individual,active,flipkart_app,invalid,2026-03-31 21:27:45,2026-03-31 21:27:45,etl_service,etl_service,fcdb50d4-055f-4159-b333-d39e6d0ab28e,BATCH_2989
bf358426-4e72-4c38-afcb-fa34b902eb99,Vivaan,Agarwal,Other,1981-06-20,2025-12-17,individual,active,flipkart_seller_portal,valid,2024-12-10 03:58:55,2024-12-10 03:58:55,etl_service,etl_service,3154fb52-5b45-49f8-ab29-948dbc42eec5,BATCH_2527
