contact_id,customer_id,email,phone,contact_type,is_verified,source_system,dq_flag,dw_created_date,dw_modified_date,dw_created_by,dw_modified_by,run_id,batch_id
832fe54a-9b98-40aa-b8d7-9b77ef0c25f8,d438a469-465f-42b5-be62-f75ca5017b6f,saanvi.agarwal321@outlook.com,9828923330,primary,True,flipkart_app,valid,2022-08-26 02:42:08,2022-08-26 02:42:08,etl_service,etl_service,fb57d813-063b-4070-8304-07b874c47f23,BATCH_2205
45c76d33-a3a7-400d-8663-b53878fc5523,23392239-7f07-466a-b249-0e321d025a39,anika.dubey348@yahoo.com,9530372497,primary,True,flipkart_seller_portal,valid,2025-07-22 06:29:00,2025-07-22 06:29:00,etl_service,etl_service,59db6d8e-3d3c-4e3e-8fda-a609609dc8a8,BATCH_6046
b6c90fd9-ee01-4d06-8fee-222808a1fd7b,349a1b48-89e6-475d-ab99-9246e6a000fd,sai.ghosh771@hotmail.com,9789668913,primary,True,flipkart_seller_portal,invalid,2018-06-04 05:20:45,2018-06-04 05:20:45,etl_service,etl_service,8145423b-707e-480d-8ea6-7e0be8cdcf5c,BATCH_2772
80c6f5c0-185c-4ea9-9f0a-0750520204be,349a1b48-89e6-475d-ab99-9246e6a000fd,sai.ghosh927@yahoo.com,9339804277,secondary,False,flipkart_app,valid,2023-10-25 23:04:48,2023-10-25 23:04:48,etl_service,etl_service,6b0156f7-f3bb-4718-801e-6983a92d7447,BATCH_8510
28c9ee03-9486-407f-b0fa-3afffbf186e6,cf90acfc-3476-4e22-9d4c-90e58c3943a8,suresh.menon274@rediffmail.com,9215555167,primary,True,flipkart_app,duplicate,2021-08-02 13:16:31,2021-08-02 13:16:31,etl_service,etl_service,f7e98bdd-88f2-4008-afb7-c71c2e081b1a,BATCH_4876
04819ad9-70ea-43ac-b290-7df0f1e14416,59b73d84-f8c9-459c-93af-5ec85c9ca0d3,ayaan.iyer187@outlook.com,9463948024,primary,True,flipkart_web,valid,2020-05-20 15:21:48,2020-05-20 15:21:48,etl_service,etl_service,ca45aa9c-43bc-422b-916f-b56cd3f6b8e6,BATCH_3925
b3d572f9-2a02-4176-bf8e-6ef226fda75a,bc6feb49-43e4-4666-a5de-ed8de280bd6e,deepak.saxena658@hotmail.com,9834768241,primary,True,flipkart_web,valid,2025-05-30 22:54:39,2025-05-30 22:54:39,etl_service,etl_service,95e42f25-b99a-49a4-8e40-0098625e4f78,BATCH_6051
c59365b6-6338-4772-975e-8026e6bb35cd,27e0b8de-bcea-45eb-9f91-beb35940c715,anil.ghosh261@gmail.com,9298606977,primary,False,flipkart_seller_portal,invalid,2019-10-25 02:59:07,2019-10-25 02:59:07,etl_service,etl_service,9a655b83-00a8-42bf-bd7e-feb13ab4691f,BATCH_1146
28a0ab24-f334-4151-92a7-e393de3c4f44,6213a790-a004-4fa9-a2fe-5b2586eeb3de,pari.verma499@rediffmail.com,9141371867,primary,True,flipkart_web,valid,2018-02-13 21:50:49,2018-02-13 21:50:49,etl_service,etl_service,c9033cfd-1bef-4cac-92b3-d9a678e60962,BATCH_2348
b6003482-29b8-469a-98aa-3211da51819a,d556c4a2-e1c2-430d-8163-ee0172111e0e,yash.kapoor944@gmail.com,9185205351,primary,False,flipkart_app,valid,2018-03-13 06:36:13,2018-03-13 06:36:13,etl_service,etl_service,ceb609c3-5f88-4f13-b0a4-174f39ca1ee2,BATCH_2365
f2ab0384-1ae9-4b2c-9e67-1e3bb386acfc,b3ae4782-5e74-49c1-9da8-0cb5a13a3139,ramesh.bansal107@yahoo.com,9933060114,primary,True,flipkart_web,valid,2026-07-15 23:50:21,2026-07-15 23:50:21,etl_service,etl_service,6bb6f07f-668a-4d8d-9997-361f80bcf41e,BATCH_4678
5512923c-5f8b-47a9-808a-3b6b26d9d5d4,bbcd94e2-373a-4f0e-b965-9f598b86fb5e,karan.sharma408@hotmail.com,9225796657,primary,True,flipkart_seller_portal,invalid,2021-06-21 10:12:25,2021-06-21 10:12:25,etl_service,etl_service,ad4e3297-8663-4eb6-96fb-f10de94c761d,BATCH_8249
ece84430-34d3-49f5-bb11-04365ebb8f93,aa495bf2-902f-4887-8f5d-4a48e3ff0633,arjun.pandey853@rediffmail.com,9082709211,primary,False,flipkart_web,valid,2019-10-14 23:58:48,2019-10-14 23:58:48,etl_service,etl_service,1f371c21-7d9e-4437-ae89-8049e2813aca,BATCH_3014
24c8211d-4cc7-4ed3-8061-e6a9edaefe59,90747784-4d4e-4a27-94c3-c5df8e2487bb,anil.singh843@outlook.com,9886370355,primary,True,flipkart_app,valid,2020-03-14 16:51:18,2020-03-14 16:51:18,etl_service,etl_service,70113550-cdaf-4247-b93a-19ff4efa2922,BATCH_1178
64c5e187-d6db-488e-9fad-3603a98a4500,5b6d275f-c2be-40e3-99be-26f9589e1eea,rahul.chopra614@gmail.com,9160131886,primary,True,flipkart_app,invalid,2023-06-17 08:46:31,2023-06-17 08:46:31,etl_service,etl_service,1287e9d8-6b0b-4e66-a491-a2767ed4158e,BATCH_7131
489456de-ccab-4525-ac3f-50c628bcc9ee,5b6d275f-c2be-40e3-99be-26f9589e1eea,rahul.chopra683@rediffmail.com,9807109000,work,False,flipkart_app,valid,2023-01-29 13:58:55,2023-01-29 13:58:55,etl_service,etl_service,39383ff5-f966-4125-92eb-5c175119e04b,BATCH_1420
4e4af618-d61e-4b89-a781-799d0c5f7309,452cb81d-539a-4ced-9d83-b9d6199fa641,ramesh.dubey315@gmail.com,9164451503,primary,True,flipkart_app,valid,2024-02-16 12:12:06,2024-02-16 12:12:06,etl_service,etl_service,b249f4df-6ae7-45ba-b9de-925efd49fb43,BATCH_8349
7a8ac3be-1b08-43c3-8a6d-bd5a06bf9577,ccac9d0f-6133-47f6-86d1-ec8f066e1e4a,diya.nair113@rediffmail.com,9582176672,primary,True,flipkart_seller_portal,valid,2022-07-15 00:41:55,2022-07-15 00:41:55,etl_service,etl_service,1417c7a6-76b6-4aa3-b07c-4496c7169edf,BATCH_5234
97163b2c-27bb-469a-99e4-5e6a723c2728,dab1033a-6475-4d6c-be6d-d840fd3d816b,anaya.mishra417@gmail.com,9554198878,primary,False,flipkart_seller_portal,valid,2024-07-30 00:36:03,2024-07-30 00:36:03,etl_service,etl_service,ff61fa76-aa5e-4be4-83bc-2d86287543c9,BATCH_7596
619b00c5-73e7-4909-8f91-77a358a0cf06,dbacc0ac-69da-4b1e-ac94-606968ed762c,ananya.joshi37@gmail.com,9024359528,primary,False,flipkart_app,valid,2018-02-17 11:33:31,2018-02-17 11:33:31,etl_service,etl_service,0efafcce-841a-4977-b3b9-63eb7f15ecb5,BATCH_5429
f614843e-0684-4935-b851-c286a87d2a36,dbacc0ac-69da-4b1e-ac94-606968ed762c,ananya.joshi570@outlook.com,9490982042,secondary,True,flipkart_app,invalid,2023-09-21 13:36:19,2023-09-21 13:36:19,etl_service,etl_service,f8457ef2-3a6e-42b9-b1ca-a5dc978e5590,BATCH_5190
47c90601-dc19-4d56-9ce5-e2210b2e50e7,1d7280d4-ac99-40c1-a4a8-909da3639197,aadhya.iyer236@gmail.com,9144297802,primary,True,flipkart_app,valid,2020-04-21 00:39:25,2020-04-21 00:39:25,etl_service,etl_service,28ac3828-e974-48f9-b298-5bae028256e0,BATCH_9630
f4c1805c-76e6-4344-a68a-826e9713a7fc,7ef2da37-96fc-4946-a545-0e1b397f2011,meera.kapoor369@gmail.com,9597517911,primary,True,flipkart_web,valid,2025-01-26 12:23:15,2025-01-26 12:23:15,etl_service,etl_service,7238f9d4-104c-4234-9d26-9332421fd142,BATCH_5671
26e83bf1-e727-405f-b0ff-927ceeeb6c11,7ef2da37-96fc-4946-a545-0e1b397f2011,meera.kapoor279@gmail.com,9627999559,work,True,flipkart_web,duplicate,2022-02-27 05:07:56,2022-02-27 05:07:56,etl_service,etl_service,3c3ab8be-a1fc-4f94-a4ab-c0ac469679f7,BATCH_4007
443acaa7-5a3d-49cf-9fd5-cc502c5e85ce,a4932626-facf-4317-847c-e4f99bb36e84,ramesh.kumar346@gmail.com,9870654823,primary,True,flipkart_app,valid,2026-11-04 18:52:11,2026-11-04 18:52:11,etl_service,etl_service,cbbfd569-7a8d-429f-9f33-a47f83d83770,BATCH_7164
90a051fc-a79c-4ab0-a49d-49ec40ea9d82,a4932626-facf-4317-847c-e4f99bb36e84,ramesh.kumar235@yahoo.com,9537145175,work,True,flipkart_app,valid,2018-07-08 17:45:39,2018-07-08 17:45:39,etl_service,etl_service,5b1887f7-d683-4dd4-b487-6d70608844fd,BATCH_5744
a1f863a9-7865-42ca-8e3e-fa70de2e7468,39d62a3e-9d6e-4163-a477-3f2eb4830702,rohan.saxena217@outlook.com,9069095007,primary,False,flipkart_web,valid,2020-03-29 17:12:45,2020-03-29 17:12:45,etl_service,etl_service,b36f8e8a-b1a5-42a7-8b5e-04dbe7609435,BATCH_1951
cce4b1b1-7709-46a9-9dce-cf1c805b9d91,39d62a3e-9d6e-4163-a477-3f2eb4830702,rohan.saxena829@outlook.com,9183140713,work,True,flipkart_seller_portal,duplicate,2026-03-30 23:25:23,2026-03-30 23:25:23,etl_service,etl_service,768eed20-9d78-404a-b639-ef769b15c424,BATCH_7904
e1baa731-f716-4c90-af68-c6fbe5357261,f75750a2-af44-4d38-a8dc-da50170627ed,sneha.mehta691@outlook.com,9516435967,primary,True,flipkart_seller_portal,valid,2018-10-19 10:13:16,2018-10-19 10:13:16,etl_service,etl_service,b2536ebf-5a0c-4601-aa28-0ec6dc17284b,BATCH_4402
b34f1b22-e212-464c-8d82-1bd53ef02697,f75750a2-af44-4d38-a8dc-da50170627ed,sneha.mehta393@outlook.com,9367298152,secondary,True,flipkart_app,valid,2018-04-14 10:37:21,2018-04-14 10:37:21,etl_service,etl_service,41be35a1-8290-453a-b8d4-85dc1d7ff892,BATCH_6345
62c4f111-54e5-47da-9c48-9c65b6b4e0d6,998cd89d-6ae4-4902-93eb-03b7d3ca2304,anika.singh175@rediffmail.com,9627801706,primary,True,flipkart_seller_portal,invalid,2022-10-21 06:05:23,2022-10-21 06:05:23,etl_service,etl_service,7f2c2a20-8148-4bee-82e2-15c065ff51c6,BATCH_8284
cb4ac022-8b0a-4daa-b6de-5a691020dcdb,915a17b6-1635-4f18-b338-84583b9d8b7f,aarav.bansal823@outlook.com,9346899589,primary,False,flipkart_web,valid,2022-11-09 02:35:24,2022-11-09 02:35:24,etl_service,etl_service,15cf9e1c-d62b-4b3d-bb38-96b316cb974c,BATCH_6885
3975cdab-2c97-490e-9f03-b24c2a1bd03a,599ba674-06b9-4b74-97e9-a70242c90ff5,navya.iyer382@hotmail.com,9778909208,primary,False,flipkart_web,valid,2023-02-25 05:48:47,2023-02-25 05:48:47,etl_service,etl_service,af8f663e-3d44-4887-ac9f-bbd32304c43b,BATCH_2801
354da7e6-a209-42a1-9b23-37e0f3c06f35,6dd244ca-579a-4f58-991c-cadbc283d53f,sanjay.nair529@gmail.com,9636782297,primary,True,flipkart_web,valid,2022-02-21 22:21:16,2022-02-21 22:21:16,etl_service,etl_service,5fbe9849-1db5-42f1-9f21-b77dbbc37907,BATCH_5241
76940eca-08bd-4fb6-876e-2056d9dceaca,eebf051f-f38e-4083-bced-70db563b2532,arjit.nair974@gmail.com,9244748075,primary,True,flipkart_app,valid,2020-02-15 20:39:54,2020-02-15 20:39:54,etl_service,etl_service,4ca2b826-6008-4934-8960-7c3f9c61ea61,BATCH_1020
56e8aa01-7d41-48bc-b7e3-f894fd7d1f61,eebf051f-f38e-4083-bced-70db563b2532,arjit.nair717@gmail.com,9934904630,work,True,flipkart_web,valid,2025-10-02 04:37:56,2025-10-02 04:37:56,etl_service,etl_service,50868757-16b2-4c08-b352-8688330341e9,BATCH_4204
0556617a-2f80-4dc5-bab7-c318645a14d8,f6d42bcc-619b-492e-a97e-119dc1dc5dc6,anil.verma848@outlook.com,9041703593,primary,True,flipkart_app,duplicate,2024-05-19 16:00:08,2024-05-19 16:00:08,etl_service,etl_service,ee8fd39d-5d4e-452c-87b5-d2635fab620a,BATCH_7806
57d94163-075e-48da-9e39-d2f097ba3423,50f2aec9-2217-4dec-bb14-b88824ed1850,saanvi.bansal317@rediffmail.com,9461910765,primary,True,flipkart_web,valid,2025-04-24 00:41:15,2025-04-24 00:41:15,etl_service,etl_service,18b3418e-d0d7-4615-932c-3468ff405146,BATCH_2976
e5dc3faa-80a5-4d5e-8963-a883daff66e2,0934ebc4-c129-4979-a93b-fbef23856473,ananya.jain764@hotmail.com,9956320311,primary,False,flipkart_seller_portal,valid,2018-04-06 05:43:37,2018-04-06 05:43:37,etl_service,etl_service,77f8e5b5-e193-4e2c-8df8-3eaac925ea0c,BATCH_8490
1e2fa89a-d0f1-45f7-9dc3-d6ded88f5f70,e90df3a5-d1d7-4fd2-a901-17ec70035ee1,navya.patel746@outlook.com,9234160046,primary,True,flipkart_web,invalid,2020-04-04 16:44:57,2020-04-04 16:44:57,etl_service,etl_service,bf601fad-3b4d-4e64-80ef-b9ece00919fd,BATCH_5495
485bb9de-92a8-4748-9678-469b4bcfe72f,4445329c-98a3-4546-b093-46aa10c1b56c,myra.khanna241@rediffmail.com,9004710539,primary,True,flipkart_app,valid,2020-09-20 18:33:54,2020-09-20 18:33:54,etl_service,etl_service,165e2d80-6204-4a1b-a895-8c7d1fe09c8e,BATCH_9221
51e4eae9-d777-4ad5-809d-123c5e70d6ad,64e4df85-c347-46b0-b359-dc86cff493e5,rahul.agarwal514@outlook.com,9818674914,primary,True,flipkart_web,valid,2024-03-02 05:23:25,2024-03-02 05:23:25,etl_service,etl_service,83dc9343-ca58-4eaf-ab2c-39021939ff53,BATCH_8870
326605af-c0c6-46d8-81cb-ef6e0b86d5d4,64e4df85-c347-46b0-b359-dc86cff493e5,rahul.agarwal119@hotmail.com,9070277485,work,False,flipkart_app,invalid,2024-12-30 22:33:23,2024-12-30 22:33:23,etl_service,etl_service,5d436423-3a20-443c-96d4-22cf197f337b,BATCH_5824
24c22191-3fbf-4158-8c25-41b0e74cfbed,435a10da-9ea3-4737-b5fa-6495a7b9db32,meera.nair499@gmail.com,9969901024,primary,False,flipkart_app,invalid,2021-09-30 05:34:49,2021-09-30 05:34:49,etl_service,etl_service,06984025-3249-4354-b194-c8ed1b7b0438,BATCH_4519
793abbd5-c357-4c5d-b6c8-1a9ed8df826e,e82fe4c8-83df-4056-a475-021f9161e2c2,shreya.bhatt898@outlook.com,9519102756,primary,True,flipkart_seller_portal,invalid,2020-11-23 07:00:12,2020-11-23 07:00:12,etl_service,etl_service,8f551eaf-0282-4d23-87bf-b21f1c44859a,BATCH_6216
419ea950-775a-409c-8e43-af5b9da9fc55,1df3dee3-1d1a-49e1-9b33-f7b6b76cfbcf,manoj.saxena49@gmail.com,9125981149,primary,True,flipkart_seller_portal,valid,2021-03-02 23:07:56,2021-03-02 23:07:56,etl_service,etl_service,b18c531a-0da6-4697-930e-7deec1304af2,BATCH_2668
d3fe8272-b5d2-482b-a254-d37249e1ca9c,1df3dee3-1d1a-49e1-9b33-f7b6b76cfbcf,manoj.saxena888@hotmail.com,9869340548,secondary,True,flipkart_seller_portal,valid,2024-06-16 09:04:32,2024-06-16 09:04:32,etl_service,etl_service,d37e2fe3-6157-49c3-8c80-1d14ee013954,BATCH_3423
647bd57d-ca78-44d3-a8bd-67ad00be8ce5,fe1fc6d3-02f9-4cfa-9bec-18fb119326ff,zara.pandey592@gmail.com,9721918071,primary,True,flipkart_web,valid,2018-08-29 20:11:54,2018-08-29 20:11:54,etl_service,etl_service,96d67b0f-baee-448e-977e-5bd835d3eff6,BATCH_9964
344f1c07-5b59-4408-9a4d-f84cf61c730c,23a49ab0-08b2-4d1d-9c29-79c4c49c2aae,aadhya.chopra55@outlook.com,9248853163,primary,True,flipkart_seller_portal,invalid,2020-10-08 02:41:11,2020-10-08 02:41:11,etl_service,etl_service,644a825e-5e08-40eb-b7f2-6cf45b336304,BATCH_9924
2a5a1fbe-a0c9-4310-8b26-176b7d955a67,40232872-faf2-412b-8040-acdbd4b65ae2,aarav.iyer386@gmail.com,9547936466,primary,True,flipkart_app,valid,2019-11-04 16:58:25,2019-11-04 16:58:25,etl_service,etl_service,1c0ad9e8-1b7c-43bc-bede-03ff9c83c205,BATCH_3097
81310dc9-dc13-422f-ae8f-24b1bd8cc863,48b0ec78-4f91-47e8-9ed3-4b1687692632,pooja.bansal362@gmail.com,9174507908,primary,False,flipkart_app,valid,2023-08-19 17:37:54,2023-08-19 17:37:54,etl_service,etl_service,7472fa67-b11e-412f-8f3d-2f592e57d8d9,BATCH_9917
3d18c964-c181-4018-ba02-4fcef47bcdb1,48b0ec78-4f91-47e8-9ed3-4b1687692632,pooja.bansal193@rediffmail.com,9284980554,work,True,flipkart_web,valid,2020-03-18 00:25:24,2020-03-18 00:25:24,etl_service,etl_service,c709ed32-9f0f-4501-9077-6f136004f870,BATCH_1362
779cbd9d-47f6-4810-a445-d5640edd2bda,ad1cdb56-72a8-4814-947e-d8871d47d315,sai.khanna860@rediffmail.com,9570613019,primary,True,flipkart_web,duplicate,2020-10-15 03:10:20,2020-10-15 03:10:20,etl_service,etl_service,e798fa07-2f84-4fef-87b9-94412a1dae09,BATCH_8277
e8cec5d3-3de4-4925-b125-fb9a007ac216,f0a8407e-f3d2-4ec8-82e5-73c79c7330f2,nisha.mishra430@yahoo.com,9049145130,primary,False,flipkart_app,valid,2019-01-13 17:00:57,2019-01-13 17:00:57,etl_service,etl_service,f693865e-516e-4725-adb6-f8aecad48a88,BATCH_5700
5138b9e9-d6b3-4805-a70d-e4096681e64c,d5028ede-b13e-4848-b85e-34b45b46efa5,ramesh.rao301@gmail.com,9645562779,primary,True,flipkart_app,valid,2019-07-12 10:25:23,2019-07-12 10:25:23,etl_service,etl_service,d57abb63-71ac-4ac8-8d4c-b54348661dce,BATCH_5384
00cb4f5b-9a97-4719-8ed5-65cac7d1464c,703ab3cd-4b6b-4b4d-948e-1ca84607062e,vihaan.desai752@outlook.com,9406338822,primary,False,flipkart_app,valid,2023-06-09 02:43:14,2023-06-09 02:43:14,etl_service,etl_service,32de8a74-a16f-4bd2-ab99-1504f4605ac7,BATCH_2614
82de501c-369e-43af-8667-f7cd429fa429,9c02025e-446d-4bf3-87ce-dd04f5ce7271,nisha.khanna422@gmail.com,9114724176,primary,True,flipkart_app,invalid,2024-05-10 20:47:29,2024-05-10 20:47:29,etl_service,etl_service,8ac10bae-65cd-4bfd-bb24-1861986b154e,BATCH_1356
8dfde536-f994-420a-9858-37c813877024,9c02025e-446d-4bf3-87ce-dd04f5ce7271,nisha.khanna451@rediffmail.com,9253379689,work,False,flipkart_app,valid,2022-06-01 22:35:43,2022-06-01 22:35:43,etl_service,etl_service,fe797e08-374e-43e5-af58-6731e634d3ef,BATCH_8920
d08d0dba-70c3-4139-8a02-11008e30adf7,b175998d-3bd5-4c95-a602-bf7bafb052d2,anika.ghosh268@hotmail.com,9870004513,primary,True,flipkart_seller_portal,valid,2019-09-01 20:37:38,2019-09-01 20:37:38,etl_service,etl_service,d0f53478-df01-4604-ac31-59b3bd8d9fc5,BATCH_5528
d3003ef6-4aca-42bc-bf51-7cbf87b1457d,c4378619-9345-4dc3-918a-a5fcdfb679bf,arjun.chauhan508@outlook.com,9133757577,primary,True,flipkart_web,valid,2024-12-10 13:05:06,2024-12-10 13:05:06,etl_service,etl_service,01cf7a2b-d5e0-4471-9cfa-be5eb9db9fff,BATCH_6025
4d5a877f-730e-4bdd-8b36-fcc1ee5e1aa7,c4378619-9345-4dc3-918a-a5fcdfb679bf,arjun.chauhan977@yahoo.com,9401112807,work,False,flipkart_web,duplicate,2019-07-18 09:16:45,2019-07-18 09:16:45,etl_service,etl_service,f7273116-5bca-42f1-bb1f-734469e0e802,BATCH_9098
18a4612b-74e5-4dae-873a-cf85ddf05530,e2be0e63-0ff4-47ef-845b-6efab76cda2a,aanya.joshi272@yahoo.com,9424453456,primary,True,flipkart_web,invalid,2021-05-21 14:50:38,2021-05-21 14:50:38,etl_service,etl_service,2ec776e4-a265-4599-8b9f-f026e471f98e,BATCH_3876
23494c36-c140-4f52-b146-3bed150c8d18,9d55f5ed-0636-4bf0-bd68-5b11960ddd9e,sneha.chopra763@rediffmail.com,9500017531,primary,True,flipkart_seller_portal,valid,2025-03-13 08:42:29,2025-03-13 08:42:29,etl_service,etl_service,b0242eba-49bc-4f6f-9da4-4d6487e13964,BATCH_4261
e8e73f96-7bf8-4f9c-9d30-fd793707c697,5a603d12-fa87-4c18-89ef-f51c48308288,aarav.shah317@hotmail.com,9527879255,primary,False,flipkart_seller_portal,invalid,2026-08-08 11:41:20,2026-08-08 11:41:20,etl_service,etl_service,9b3d9802-595e-4dc2-83c5-7b19d0acc321,BATCH_1645
2c2f45f5-9f6d-47c3-b8b2-22dfc0752b77,2bcd6c51-fc9c-4f22-bee5-71ae76ec8f92,aanya.nair466@rediffmail.com,9888766855,primary,True,flipkart_app,valid,2019-10-06 03:43:15,2019-10-06 03:43:15,etl_service,etl_service,bec3e56e-1a16-4456-aaa4-903103c4e48b,BATCH_8295
94ecc91e-bb3b-4c06-9d6f-11a010237a47,8f08a6d1-e3be-4fe2-96a6-57195dd9e662,sneha.saxena877@rediffmail.com,9060544065,primary,True,flipkart_web,duplicate,2022-03-05 10:54:57,2022-03-05 10:54:57,etl_service,etl_service,e9b649d4-90be-4ab4-aa4a-0376064aa2c3,BATCH_5637
dbe36abc-a69b-435e-9e0b-67310996f6b3,8f08a6d1-e3be-4fe2-96a6-57195dd9e662,sneha.saxena461@rediffmail.com,9246966031,work,True,flipkart_seller_portal,valid,2026-06-27 05:55:33,2026-06-27 05:55:33,etl_service,etl_service,64af6fca-f3dc-45da-b793-1f8cdaf2760d,BATCH_4353
7b16a213-0d96-4a51-acd5-7b078657fb38,651c5d38-8858-4089-8793-f5b58e8b13a0,krishna.mishra212@gmail.com,9055846239,primary,True,flipkart_app,valid,2022-09-19 16:16:23,2022-09-19 16:16:23,etl_service,etl_service,20d5de7c-43ad-4fbc-ab7f-cabcc4e1795f,BATCH_7390
bdb71875-185e-41dc-a0fd-79d4a81c9d08,651c5d38-8858-4089-8793-f5b58e8b13a0,krishna.mishra773@hotmail.com,9997185895,work,True,flipkart_web,valid,2019-01-30 07:18:13,2019-01-30 07:18:13,etl_service,etl_service,0548ca1c-ddf4-4b3c-b717-ebe6fa82da3f,BATCH_2378
5f9983e7-358d-4555-89c0-af97fbf27986,ed1d2e4a-911b-422f-873f-ed766115b314,karan.ghosh267@yahoo.com,9858416959,primary,True,flipkart_seller_portal,valid,2018-10-16 08:34:18,2018-10-16 08:34:18,etl_service,etl_service,b11213a5-7f0e-4700-9ffe-7a338d0f9387,BATCH_4181
f1e22a17-b0a4-42a8-8621-d345873d37f7,6791ef11-3723-4553-8a84-9db354ad9682,vihaan.shah378@hotmail.com,9815249740,primary,True,flipkart_app,valid,2023-01-04 14:36:34,2023-01-04 14:36:34,etl_service,etl_service,e4f67c65-096d-442d-aba2-9b5f78302e2c,BATCH_1602
609ec089-4865-4755-9a13-f2c51bfae68e,6f5a3c2b-2c42-4957-bb85-9c84e8a0422e,pari.singh385@hotmail.com,9339818972,primary,True,flipkart_web,duplicate,2019-01-10 18:44:30,2019-01-10 18:44:30,etl_service,etl_service,453c5659-13d4-40ab-8ac9-65435e37078d,BATCH_5094
56099294-da7e-4ab7-bbae-d3f1cc6918ab,6f5a3c2b-2c42-4957-bb85-9c84e8a0422e,pari.singh427@rediffmail.com,9146063958,secondary,False,flipkart_app,duplicate,2020-06-28 16:09:35,2020-06-28 16:09:35,etl_service,etl_service,353b0cc5-ccfe-4c9d-a19f-f8efad09c5a4,BATCH_9888
54c247b1-412b-43ff-a984-b3f71786d739,8132933d-72b3-463d-aa0b-8de3a61b0979,shreya.menon49@hotmail.com,9739172658,primary,True,flipkart_seller_portal,valid,2020-03-01 00:59:50,2020-03-01 00:59:50,etl_service,etl_service,2f4a48bd-35d5-40a2-abdb-3b5cc51fd6ff,BATCH_2879
f7addf55-cdd2-4d17-b3d9-9959a2944d19,53763e33-c7e9-4d71-b8ba-27361597f03f,kavita.bansal54@gmail.com,9862230280,primary,True,flipkart_web,duplicate,2020-12-29 09:12:54,2020-12-29 09:12:54,etl_service,etl_service,6092c800-8bb0-4bea-975e-072ae2b8527e,BATCH_4001
