address_id,customer_id,contact_id,address_type,address_line1,address_line2,city,state,country,postal_code,is_default,source_system,dq_flag,dw_created_date,dw_modified_date,dw_created_by,dw_modified_by,run_id,batch_id
a22dca4e-97d4-40e5-afed-883c2396abb8,37628974-69ed-44d6-bc72-06d6d94116aa,dc02453e-69fd-4383-b356-f2082aa225d9,billing,"291, Sector 15",Near Metro Station,Patna,Bihar,India,530649,False,flipkart_app,valid,2025-08-26 20:35:23,2025-08-26 20:35:23,etl_service,etl_service,fc8577d5-4b86-45a1-9286-b88ad8631b5e,BATCH_2192
5edb7cee-2504-4ee8-8c97-f00d75e63784,d438a469-465f-42b5-be62-f75ca5017b6f,832fe54a-9b98-40aa-b8d7-9b77ef0c25f8,shipping,"967, Church Street",Near Central Park,Chennai,Tamil Nadu,India,187973,True,flipkart_app,valid,2023-11-15 23:59:32,2023-11-15 23:59:32,etl_service,etl_service,f72dd7a4-8097-4620-8ca1-d5f0609d1c5c,BATCH_8265
c339708b-da24-4dbe-b23a-ac66fda6700b,23392239-7f07-466a-b249-0e321d025a39,45c76d33-a3a7-400d-8663-b53878fc5523,shipping,"790, Church Street",Near Metro Station,Ludhiana,Punjab,India,669325,True,flipkart_seller_portal,duplicate,2024-02-28 09:34:37,2024-02-28 09:34:37,etl_service,etl_service,cd842297-f894-4e58-bea4-f15a15d65a5c,BATCH_4983
4030e9bd-1335-47ea-b8b5-aa5de662825a,349a1b48-89e6-475d-ab99-9246e6a000fd,b6c90fd9-ee01-4d06-8fee-222808a1fd7b,shipping,"574, Sector 15",Near City Mall,Ahmedabad,Gujarat,India,638882,True,flipkart_app,duplicate,2025-01-06 19:42:40,2025-01-06 19:42:40,etl_service,etl_service,71ee8c5f-1fc5-432d-bb90-f1111bf5c25c,BATCH_3286
fbf56da7-90c0-4549-a4ca-7a70c09ce6a1,349a1b48-89e6-475d-ab99-9246e6a000fd,80c6f5c0-185c-4ea9-9f0a-0750520204be,shipping,"257, Church Street",Near Central Park,Bhopal,Madhya Pradesh,India,736186,True,flipkart_app,valid,2019-12-03 06:42:58,2019-12-03 06:42:58,etl_service,etl_service,be4847b7-daaa-433e-a95e-67f75400c869,BATCH_6228
bdcf1029-1fce-4658-9265-82fc96800489,349a1b48-89e6-475d-ab99-9246e6a000fd,80c6f5c0-185c-4ea9-9f0a-0750520204be,home,"149, Old City Road",Near City Mall,Surat,Gujarat,India,192808,False,flipkart_app,invalid,2024-11-05 23:38:03,2024-11-05 23:38:03,etl_service,etl_service,3db844ab-2bfc-41d9-a203-cd1dc2f9d0ce,BATCH_7260
404be986-087e-4eaf-abf2-d6bfdd594a85,cf90acfc-3476-4e22-9d4c-90e58c3943a8,28c9ee03-9486-407f-b0fa-3afffbf186e6,shipping,"460, Ring Road",Near Central Park,Vadodara,Gujarat,India,273966,True,flipkart_seller_portal,valid,2018-02-01 16:47:08,2018-02-01 16:47:08,etl_service,etl_service,6e30db0b-897f-436c-87ed-610c47af1bd9,BATCH_6468
3a81c59e-f7d1-4f53-9f6d-f80f96e62fb5,59b73d84-f8c9-459c-93af-5ec85c9ca0d3,04819ad9-70ea-43ac-b290-7df0f1e14416,shipping,"714, Ring Road",Near Community Hall,Ghaziabad,Uttar Pradesh,India,245642,True,flipkart_web,valid,2018-04-08 05:26:00,2018-04-08 05:26:00,etl_service,etl_service,dd980df3-82a7-4d5f-83af-4990c70bd8b4,BATCH_2265
e57bdcb9-647d-4d51-b0ba-8bb30148e09c,bc6feb49-43e4-4666-a5de-ed8de280bd6e,b3d572f9-2a02-4176-bf8e-6ef226fda75a,shipping,"547, Model Town",Near City Mall,Nagpur,Maharashtra,India,779266,True,flipkart_app,valid,2020-03-07 16:17:36,2020-03-07 16:17:36,etl_service,etl_service,a2b78004-b51b-4664-bccf-6f76680c729c,BATCH_5602
acacc5ea-0df7-4cb7-afbf-42ffe951d4ca,27e0b8de-bcea-45eb-9f91-beb35940c715,c59365b6-6338-4772-975e-8026e6bb35cd,shipping,"696, Civil Lines",Near City Mall,Kolkata,West Bengal,India,447464,True,flipkart_seller_portal,valid,2023-06-04 20:54:16,2023-06-04 20:54:16,etl_service,etl_service,de9b208c-9fb1-4b6a-9aea-b9e5532461c9,BATCH_5730
e172e69f-517f-4d3e-af70-0d6513a99bbe,27e0b8de-bcea-45eb-9f91-beb35940c715,c59365b6-6338-4772-975e-8026e6bb35cd,billing,"815, Ring Road",Near City Mall,Mumbai,Maharashtra,India,314289,False,flipkart_web,valid,2019-04-13 17:06:24,2019-04-13 17:06:24,etl_service,etl_service,27f15e69-5228-4c17-b6bc-63645ef4bdf9,BATCH_3841
a708b654-f7f1-4f3d-8cdc-4d8de3554eb9,6213a790-a004-4fa9-a2fe-5b2586eeb3de,28a0ab24-f334-4151-92a7-e393de3c4f44,shipping,"918, Nehru Place",Near Metro Station,Kolkata,West Bengal,India,506211,True,flipkart_app,valid,2022-09-03 15:55:55,2022-09-03 15:55:55,etl_service,etl_service,68f5d811-93e8-43e5-a1f0-978e8588b4c2,BATCH_3441
2bcadbe6-e277-457a-bbf6-54d7ac22043c,d556c4a2-e1c2-430d-8163-ee0172111e0e,b6003482-29b8-469a-98aa-3211da51819a,shipping,"787, Hill Road",Near Central Park,Nagpur,Maharashtra,India,290341,True,flipkart_app,valid,2022-11-03 01:43:40,2022-11-03 01:43:40,etl_service,etl_service,09c44748-f4a6-43ce-bb0b-03eb809e0cfb,BATCH_8382
eb1e8e4d-bb6b-43c3-85c3-8be7acf9bb84,b3ae4782-5e74-49c1-9da8-0cb5a13a3139,f2ab0384-1ae9-4b2c-9e67-1e3bb386acfc,shipping,"484, Station Road",Near Metro Station,Patna,Bihar,India,715781,True,flipkart_app,valid,2024-06-06 07:48:42,2024-06-06 07:48:42,etl_service,etl_service,edc133a5-e3e2-46b9-b92c-238e56e51b6d,BATCH_8872
8903bc4a-5cd0-4524-9033-eb4605dcae44,b3ae4782-5e74-49c1-9da8-0cb5a13a3139,f2ab0384-1ae9-4b2c-9e67-1e3bb386acfc,billing,"822, Lake View",Near Metro Station,Bhopal,Madhya Pradesh,India,722159,False,flipkart_web,valid,2021-10-30 04:26:01,2021-10-30 04:26:01,etl_service,etl_service,a4e0161f-d22a-4a47-967a-fba13c8b09d4,BATCH_8869
78bc6cec-0e58-4b0a-bf17-803fd74e934f,bbcd94e2-373a-4f0e-b965-9f598b86fb5e,5512923c-5f8b-47a9-808a-3b6b26d9d5d4,shipping,"354, MG Road",Near Metro Station,Kolkata,West Bengal,India,345961,True,flipkart_app,valid,2023-03-18 08:10:34,2023-03-18 08:10:34,etl_service,etl_service,d9b43583-2079-4cf0-9d47-c01a0e2b16ef,BATCH_1540
636a4ed7-d5ab-4dde-b029-d4c5902b9b4c,bbcd94e2-373a-4f0e-b965-9f598b86fb5e,5512923c-5f8b-47a9-808a-3b6b26d9d5d4,home,"100, MG Road",Near Central Park,Jaipur,Rajasthan,India,673224,False,flipkart_app,valid,2020-12-09 18:32:18,2020-12-09 18:32:18,etl_service,etl_service,caa0caf4-6869-4fb5-b57a-5f500f3ffecf,BATCH_4455
e14540d2-001a-4440-bb35-1f7b68ed8023,aa495bf2-902f-4887-8f5d-4a48e3ff0633,ece84430-34d3-49f5-bb11-04365ebb8f93,shipping,"675, Lake View",Near Metro Station,Surat,Gujarat,India,575197,True,flipkart_app,valid,2018-10-24 01:17:15,2018-10-24 01:17:15,etl_service,etl_service,a6d3b3e8-9948-44a6-93d6-a3f22c8c851e,BATCH_5789
32e15e6d-9fb2-48c1-be5e-a89e17dabc57,90747784-4d4e-4a27-94c3-c5df8e2487bb,24c8211d-4cc7-4ed3-8061-e6a9edaefe59,shipping,"777, Civil Lines",Near Metro Station,Ahmedabad,Gujarat,India,119809,True,flipkart_app,valid,2019-01-06 20:25:55,2019-01-06 20:25:55,etl_service,etl_service,7a6932f1-0dac-4fad-9ab2-753a2f79954e,BATCH_8819
90c6f1ea-9959-439c-b111-dc0945929463,5b6d275f-c2be-40e3-99be-26f9589e1eea,64c5e187-d6db-488e-9fad-3603a98a4500,shipping,"318, Nehru Place",Near City Mall,Bengaluru,Karnataka,India,279992,True,flipkart_app,valid,2019-01-21 00:07:56,2019-01-21 00:07:56,etl_service,etl_service,78a6ff4a-1ef1-44de-bb62-071f2a9ac2fd,BATCH_4782
dc507bb9-052b-4c67-a039-620bf0046bfa,5b6d275f-c2be-40e3-99be-26f9589e1eea,489456de-ccab-4525-ac3f-50c628bcc9ee,shipping,"80, Hill Road",Near City Mall,Kanpur,Uttar Pradesh,India,167248,True,flipkart_web,valid,2023-10-11 22:47:49,2023-10-11 22:47:49,etl_service,etl_service,33f3a5f0-d1d8-4a84-8cc6-68558b349134,BATCH_9130
e52cd7ca-b100-4380-85f9-eb896aa0b688,452cb81d-539a-4ced-9d83-b9d6199fa641,4e4af618-d61e-4b89-a781-799d0c5f7309,shipping,"340, Sector 15",Near Central Park,Ghaziabad,Uttar Pradesh,India,669202,True,flipkart_app,valid,2018-10-04 07:32:33,2018-10-04 07:32:33,etl_service,etl_service,51ad3e1a-a102-4245-960c-ad040e9118de,BATCH_1167
d93f13e0-8266-44e4-a622-3f10a5de865a,ccac9d0f-6133-47f6-86d1-ec8f066e1e4a,7a8ac3be-1b08-43c3-8a6d-bd5a06bf9577,shipping,"654, Park Street",Near City Mall,Ghaziabad,Uttar Pradesh,India,743373,True,flipkart_web,invalid,2025-05-21 06:15:57,2025-05-21 06:15:57,etl_service,etl_service,866d5ff8-f49c-45ec-a60c-99f59d10c790,BATCH_1879
590177bf-9490-47d9-b2f6-01978dad006e,dab1033a-6475-4d6c-be6d-d840fd3d816b,97163b2c-27bb-469a-99e4-5e6a723c2728,shipping,"534, Green Park",Near Central Park,Ludhiana,Punjab,India,190404,True,flipkart_seller_portal,valid,2019-12-02 03:34:42,2019-12-02 03:34:42,etl_service,etl_service,7b325169-d0d0-47a4-8222-12d0aedd9987,BATCH_9603
dfd9fa0d-a2bd-4995-ae0d-0595711931d5,dbacc0ac-69da-4b1e-ac94-606968ed762c,619b00c5-73e7-4909-8f91-77a358a0cf06,shipping,"213, Park Street",Near Metro Station,Chennai,Tamil Nadu,India,398497,True,flipkart_app,valid,2023-11-05 23:04:16,2023-11-05 23:04:16,etl_service,etl_service,96c704ca-b095-46e6-82ee-14e433304d1c,BATCH_2399
b1c09bf8-f0fa-4bcb-81f3-4b67e952a115,dbacc0ac-69da-4b1e-ac94-606968ed762c,619b00c5-73e7-4909-8f91-77a358a0cf06,home,"713, Model Town",Near City Mall,Coimbatore,Tamil Nadu,India,458169,False,flipkart_web,valid,2018-03-28 15:51:15,2018-03-28 15:51:15,etl_service,etl_service,362a5531-6995-48df-9dee-88a54da9b895,BATCH_8353
9521ccf7-75fd-42bf-9c5d-810565aa37ec,dbacc0ac-69da-4b1e-ac94-606968ed762c,f614843e-0684-4935-b851-c286a87d2a36,shipping,"405, Ring Road",Near Central Park,Mumbai,Maharashtra,India,311852,True,flipkart_seller_portal,valid,2025-04-05 20:42:05,2025-04-05 20:42:05,etl_service,etl_service,e1fd1738-902f-4657-931a-a2b5ceec22ab,BATCH_6492
92f707e2-1d26-42e3-a3f0-f4d0adb20703,1d7280d4-ac99-40c1-a4a8-909da3639197,47c90601-dc19-4d56-9ce5-e2210b2e50e7,shipping,"899, MG Road",Near Bus Depot,Surat,Gujarat,India,452221,True,flipkart_app,invalid,2022-06-06 14:47:28,2022-06-06 14:47:28,etl_service,etl_service,465d0e45-6484-421d-9a69-b0f6362786ad,BATCH_7009
ae08ba57-c99d-4aac-91f3-c4bdace52faf,7ef2da37-96fc-4946-a545-0e1b397f2011,f4c1805c-76e6-4344-a68a-826e9713a7fc,shipping,"495, Hill Road",Near Bus Depot,Delhi,Delhi,India,737271,True,flipkart_seller_portal,valid,2022-09-25 00:10:40,2022-09-25 00:10:40,etl_service,etl_service,93cc8d77-3b5d-4aeb-98cd-77a9ad7ed3fa,BATCH_6021
de32ae2e-3ddc-4e79-a539-602fab20d0ed,7ef2da37-96fc-4946-a545-0e1b397f2011,26e83bf1-e727-405f-b0ff-927ceeeb6c11,shipping,"582, Civil Lines",Near Community Hall,Lucknow,Uttar Pradesh,India,333108,True,flipkart_app,valid,2019-05-30 19:22:45,2019-05-30 19:22:45,etl_service,etl_service,70c42404-ae29-481c-a918-0b1f0420201a,BATCH_4073
9b94dd32-1866-4934-9928-dc5b638d5465,a4932626-facf-4317-847c-e4f99bb36e84,443acaa7-5a3d-49cf-9fd5-cc502c5e85ce,shipping,"541, Old City Road",Near Central Park,Ahmedabad,Gujarat,India,451594,True,flipkart_web,valid,2018-02-16 20:07:34,2018-02-16 20:07:34,etl_service,etl_service,4a7bc2c4-66f5-4c68-abf9-a37ed72edad0,BATCH_1363
535cd768-e43d-416f-a89b-72254bf3d507,a4932626-facf-4317-847c-e4f99bb36e84,90a051fc-a79c-4ab0-a49d-49ec40ea9d82,shipping,"484, Model Town",Near Community Hall,Indore,Madhya Pradesh,India,362092,True,flipkart_seller_portal,duplicate,2021-12-20 21:16:02,2021-12-20 21:16:02,etl_service,etl_service,b563b814-139a-49c5-8d2c-e30c371db42c,BATCH_9734
f344cb90-0119-4ba8-b418-40a212a29f88,39d62a3e-9d6e-4163-a477-3f2eb4830702,a1f863a9-7865-42ca-8e3e-fa70de2e7468,shipping,"940, Station Road",Near Community Hall,Patna,Bihar,India,450452,True,flipkart_web,valid,2023-02-16 02:11:47,2023-02-16 02:11:47,etl_service,etl_service,c6e79120-0073-4708-9986-c84a0cb5e4e7,BATCH_7554
978c0af5-02fe-4d2b-acdb-2e54f1f8372a,39d62a3e-9d6e-4163-a477-3f2eb4830702,a1f863a9-7865-42ca-8e3e-fa70de2e7468,billing,"382, Station Road",Near City Mall,Kanpur,Uttar Pradesh,India,158021,False,flipkart_web,valid,2023-12-06 08:33:12,2023-12-06 08:33:12,etl_service,etl_service,49adb7c8-8ab9-488f-8d2a-7882baf9c018,BATCH_9540
940093cd-5b4d-44e2-9926-91c2caeaf740,39d62a3e-9d6e-4163-a477-3f2eb4830702,cce4b1b1-7709-46a9-9dce-cf1c805b9d91,shipping,"564, Green Park",Near Bus Depot,Nagpur,Maharashtra,India,477544,True,flipkart_seller_portal,valid,2018-03-14 19:08:13,2018-03-14 19:08:13,etl_service,etl_service,1260f49c-b899-4e5d-8017-84c30c0bbf79,BATCH_3594
da8bf437-b530-4a62-a002-533996879d80,f75750a2-af44-4d38-a8dc-da50170627ed,e1baa731-f716-4c90-af68-c6fbe5357261,shipping,"36, Hill Road",Near Metro Station,Indore,Madhya Pradesh,India,682634,True,flipkart_web,valid,2023-05-02 14:33:50,2023-05-02 14:33:50,etl_service,etl_service,95f44c11-0408-44ce-9db2-6acf0b016470,BATCH_7392
ac185e1c-49a6-4554-b28d-978ef2ada9c0,f75750a2-af44-4d38-a8dc-da50170627ed,b34f1b22-e212-464c-8d82-1bd53ef02697,shipping,"12, Church Street",Near City Mall,Jaipur,Rajasthan,India,784763,True,flipkart_seller_portal,valid,2022-05-11 16:26:50,2022-05-11 16:26:50,etl_service,etl_service,364d673c-3958-44c4-9779-248eb3a2a458,BATCH_4116
f7275029-bd5d-442d-bc1f-96b6edc447da,f75750a2-af44-4d38-a8dc-da50170627ed,b34f1b22-e212-464c-8d82-1bd53ef02697,billing,"34, Market Yard",Near Central Park,Lucknow,Uttar Pradesh,India,477966,False,flipkart_app,duplicate,2025-03-18 21:16:31,2025-03-18 21:16:31,etl_service,etl_service,455ef760-838b-4c1f-b25b-a75b56cce81e,BATCH_5666
ae8852cb-c3a5-4973-be10-421afd3d7e09,998cd89d-6ae4-4902-93eb-03b7d3ca2304,62c4f111-54e5-47da-9c48-9c65b6b4e0d6,shipping,"855, Station Road",Near City Mall,Bengaluru,Karnataka,India,540092,True,flipkart_web,valid,2025-12-18 03:58:44,2025-12-18 03:58:44,etl_service,etl_service,aaf0e26f-4219-4ae7-a215-444488e7ce42,BATCH_7216
d5dda632-fbfb-4c52-be03-554de50fcdc2,915a17b6-1635-4f18-b338-84583b9d8b7f,cb4ac022-8b0a-4daa-b6de-5a691020dcdb,shipping,"697, Ring Road",Near Central Park,Vadodara,Gujarat,India,442610,True,flipkart_seller_portal,duplicate,2024-04-14 14:04:04,2024-04-14 14:04:04,etl_service,etl_service,d1aa3e95-d40c-4bc0-aae0-6c7c389031ba,BATCH_7371
78261503-fb58-4568-82e6-cc6b37bb6310,599ba674-06b9-4b74-97e9-a70242c90ff5,3975cdab-2c97-490e-9f03-b24c2a1bd03a,shipping,"157, Gandhi Nagar",Near Community Hall,Mumbai,Maharashtra,India,614820,True,flipkart_app,valid,2024-08-17 12:20:24,2024-08-17 12:20:24,etl_service,etl_service,436d0fd5-eeb1-4cf3-995b-8e948c853a44,BATCH_1807
22aa3d6b-e93a-4366-9ffa-a5863468f4f1,599ba674-06b9-4b74-97e9-a70242c90ff5,3975cdab-2c97-490e-9f03-b24c2a1bd03a,billing,"610, Market Yard",Near Bus Depot,Ludhiana,Punjab,India,408762,False,flipkart_web,invalid,2026-09-24 10:18:58,2026-09-24 10:18:58,etl_service,etl_service,998cc058-f10f-43d2-8e82-eaedc0502f9e,BATCH_8051
296f8b26-988a-429c-be84-2cc536fa149d,6dd244ca-579a-4f58-991c-cadbc283d53f,354da7e6-a209-42a1-9b23-37e0f3c06f35,shipping,"636, Sector 15",Near City Mall,Kolkata,West Bengal,India,435415,True,flipkart_web,valid,2018-11-15 12:01:05,2018-11-15 12:01:05,etl_service,etl_service,83a49c84-f4dc-4931-b2c5-83689197f378,BATCH_3401
6713ba2c-7219-482d-a694-62ebd3a7bc80,eebf051f-f38e-4083-bced-70db563b2532,76940eca-08bd-4fb6-876e-2056d9dceaca,shipping,"712, Park Street",Near City Mall,Delhi,Delhi,India,300501,True,flipkart_web,valid,2022-05-02 13:15:59,2022-05-02 13:15:59,etl_service,etl_service,b130470d-8e80-49ad-ad75-848beb193fb4,BATCH_1175
1b774298-e958-4d16-9243-3bebec82802b,eebf051f-f38e-4083-bced-70db563b2532,56e8aa01-7d41-48bc-b7e3-f894fd7d1f61,shipping,"731, Old City Road",Near Central Park,Delhi,Delhi,India,645080,True,flipkart_seller_portal,valid,2022-01-20 00:45:10,2022-01-20 00:45:10,etl_service,etl_service,702193c7-4bfc-4d50-aea3-d44c67310473,BATCH_8053
f1b6ee45-312c-445b-b231-fa50893ec7de,f6d42bcc-619b-492e-a97e-119dc1dc5dc6,0556617a-2f80-4dc5-bab7-c318645a14d8,shipping,"176, Park Street",Near Bus Depot,Delhi,Delhi,India,499320,True,flipkart_app,duplicate,2021-07-05 18:47:32,2021-07-05 18:47:32,etl_service,etl_service,30ed8bc3-d913-4dd4-a195-02573fdb916a,BATCH_6922
500a8fe5-c672-4d8a-b27f-ce897ddc0092,f6d42bcc-619b-492e-a97e-119dc1dc5dc6,0556617a-2f80-4dc5-bab7-c318645a14d8,billing,"874, Lake View",Near City Mall,Kanpur,Uttar Pradesh,India,628757,False,flipkart_web,valid,2024-11-02 23:58:10,2024-11-02 23:58:10,etl_service,etl_service,67c1d1f4-26a8-4742-816c-dac0645f3752,BATCH_4943
fdfa68ea-7194-4eb8-9453-c3c81b899f1e,50f2aec9-2217-4dec-bb14-b88824ed1850,57d94163-075e-48da-9e39-d2f097ba3423,shipping,"426, Gandhi Nagar",Near Bus Depot,Kanpur,Uttar Pradesh,India,686799,True,flipkart_app,valid,2025-11-29 15:27:15,2025-11-29 15:27:15,etl_service,etl_service,c5c1c0e5-9263-4de9-ab42-08360ee3b5f8,BATCH_3492
8e6c8a60-1353-43fd-b0dd-fb398719a3cf,50f2aec9-2217-4dec-bb14-b88824ed1850,57d94163-075e-48da-9e39-d2f097ba3423,billing,"321, Church Street",Near Metro Station,Kanpur,Uttar Pradesh,India,389750,False,flipkart_seller_portal,valid,2021-07-26 17:09:04,2021-07-26 17:09:04,etl_service,etl_service,59dafb34-e502-413e-8d15-b656cc159a47,BATCH_2547
707a0b81-4895-4d54-b1aa-2b38dbe0c156,0934ebc4-c129-4979-a93b-fbef23856473,e5dc3faa-80a5-4d5e-8963-a883daff66e2,shipping,"675, Market Yard",Near Bus Depot,Mumbai,Maharashtra,India,416470,True,flipkart_seller_portal,valid,2025-05-22 15:18:54,2025-05-22 15:18:54,etl_service,etl_service,18ccf043-4dfa-4e8e-999a-2440b886d64d,BATCH_1629
518978e2-2058-4f4d-ade7-f16d062f1e77,e90df3a5-d1d7-4fd2-a901-17ec70035ee1,1e2fa89a-d0f1-45f7-9dc3-d6ded88f5f70,shipping,"831, Sector 15",Near Central Park,Bengaluru,Karnataka,India,155088,True,flipkart_seller_portal,invalid,2019-06-23 08:13:31,2019-06-23 08:13:31,etl_service,etl_service,6576f5b6-ab27-4629-b2b8-83eed6b0a16d,BATCH_3595
f376e5e0-0baa-48d4-bd5e-47cddd4132d0,4445329c-98a3-4546-b093-46aa10c1b56c,485bb9de-92a8-4748-9678-469b4bcfe72f,shipping,"621, Hill Road",Near City Mall,Bengaluru,Karnataka,India,387133,True,flipkart_web,invalid,2025-03-11 02:53:56,2025-03-11 02:53:56,etl_service,etl_service,a0511ff8-7923-4990-8075-7b477cdd8e3f,BATCH_3016
6332f74d-a383-49de-8aa1-92eea4071c99,64e4df85-c347-46b0-b359-dc86cff493e5,51e4eae9-d777-4ad5-809d-123c5e70d6ad,shipping,"846, Green Park",Near Metro Station,Kanpur,Uttar Pradesh,India,355245,True,flipkart_web,valid,2022-11-25 18:10:06,2022-11-25 18:10:06,etl_service,etl_service,c7ac98bc-a36f-42e2-9e2e-24d0bdab894f,BATCH_7802
c927ba53-6ff0-40d4-a76e-cee5ee27ab7e,64e4df85-c347-46b0-b359-dc86cff493e5,326605af-c0c6-46d8-81cb-ef6e0b86d5d4,shipping,"163, Park Street",Near Metro Station,Bengaluru,Karnataka,India,436226,True,flipkart_seller_portal,valid,2021-11-27 10:13:27,2021-11-27 10:13:27,etl_service,etl_service,c5590f5c-72f6-4763-995b-9d16cf947990,BATCH_3266
776f4c3c-ef0c-4220-aeb2-4ef19b547927,435a10da-9ea3-4737-b5fa-6495a7b9db32,24c22191-3fbf-4158-8c25-41b0e74cfbed,shipping,"849, Nehru Place",Near City Mall,Vadodara,Gujarat,India,521011,True,flipkart_web,invalid,2022-11-03 21:52:42,2022-11-03 21:52:42,etl_service,etl_service,ae5b67c0-ec89-4d25-bfb3-43ee82ed94cd,BATCH_5064
